"DATE","RGF65Q4","RGF66Q1","RGF66Q2","RGF66Q3","RGF66Q4","RGF67Q1","RGF67Q2","RGF67Q3","RGF67Q4","RGF68Q1","RGF68Q2","RGF68Q3","RGF68Q4","RGF69Q1","RGF69Q2","RGF69Q3","RGF69Q4","RGF70Q1","RGF70Q2","RGF70Q3","RGF70Q4","RGF71Q1","RGF71Q2","RGF71Q3","RGF71Q4","RGF72Q1","RGF72Q2","RGF72Q3","RGF72Q4","RGF73Q1","RGF73Q2","RGF73Q3","RGF73Q4","RGF74Q1","RGF74Q2","RGF74Q3","RGF74Q4","RGF75Q1","RGF75Q2","RGF75Q3","RGF75Q4","RGF76Q1","RGF76Q2","RGF76Q3","RGF76Q4","RGF77Q1","RGF77Q2","RGF77Q3","RGF77Q4","RGF78Q1","RGF78Q2","RGF78Q3","RGF78Q4","RGF79Q1","RGF79Q2","RGF79Q3","RGF79Q4","RGF80Q1","RGF80Q2","RGF80Q3","RGF80Q4","RGF81Q1","RGF81Q2","RGF81Q3","RGF81Q4","RGF82Q1","RGF82Q2","RGF82Q3","RGF82Q4","RGF83Q1","RGF83Q2","RGF83Q3","RGF83Q4","RGF84Q1","RGF84Q2","RGF84Q3","RGF84Q4","RGF85Q1","RGF85Q2","RGF85Q3","RGF85Q4","RGF86Q1","RGF86Q2","RGF86Q3","RGF86Q4","RGF87Q1","RGF87Q2","RGF87Q3","RGF87Q4","RGF88Q1","RGF88Q2","RGF88Q3","RGF88Q4","RGF89Q1","RGF89Q2","RGF89Q3","RGF89Q4","RGF90Q1","RGF90Q2","RGF90Q3","RGF90Q4","RGF91Q1","RGF91Q2","RGF91Q3","RGF91Q4","RGF92Q1","RGF92Q2","RGF92Q3","RGF92Q4","RGF93Q1","RGF93Q2","RGF93Q3","RGF93Q4","RGF94Q1","RGF94Q2","RGF94Q3","RGF94Q4","RGF95Q1","RGF95Q2","RGF95Q3","RGF95Q4","RGF96Q1","RGF96Q2","RGF96Q3","RGF96Q4","RGF97Q1","RGF97Q2","RGF97Q3","RGF97Q4","RGF98Q1","RGF98Q2","RGF98Q3","RGF98Q4","RGF99Q1","RGF99Q2","RGF99Q3","RGF99Q4","RGF00Q1","RGF00Q2","RGF00Q3","RGF00Q4","RGF01Q1","RGF01Q2","RGF01Q3","RGF01Q4","RGF02Q1","RGF02Q2","RGF02Q3","RGF02Q4","RGF03Q1","RGF03Q2","RGF03Q3","RGF03Q4","RGF04Q1","RGF04Q2","RGF04Q3","RGF04Q4","RGF05Q1","RGF05Q2","RGF05Q3","RGF05Q4","RGF06Q1","RGF06Q2","RGF06Q3","RGF06Q4","RGF07Q1","RGF07Q2","RGF07Q3","RGF07Q4","RGF08Q1","RGF08Q2","RGF08Q3","RGF08Q4","RGF09Q1","RGF09Q2","RGF09Q3","RGF09Q4","RGF10Q1","RGF10Q2","RGF10Q3","RGF10Q4","RGF11Q1","RGF11Q2","RGF11Q3","RGF11Q4","RGF12Q1","RGF12Q2","RGF12Q3","RGF12Q4","RGF13Q1","RGF13Q2","RGF13Q3","RGF13Q4","RGF14Q1","RGF14Q2","RGF14Q3","RGF14Q4","RGF15Q1","RGF15Q2"
"1984:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","127.4","125.0","125.0","125.0","125.0","296.7","296.7","295.6","295.6","295.6","295.6","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","463.1","463.1","463.1","463.1","463.1","463.1","463.1","463.1","463.1","463.1","463.1","463.1","463.1","463.1","463.1","#N/A","506.8502","507.2","507.2","507.2","507.2","507.2","507.2","507.2","507.2","507.2","507.2","507.2","507.2","507.2","507.2","507.2","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","662.3","662.3","662.3","662.3","662.3","662.3","662.3","662.3","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2"
"1984:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","129.1","129.6","129.6","129.6","307.3","307.3","303.8","303.8","303.8","303.8","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","#N/A","521.52","521.8","521.8","521.8","521.8","521.8","521.8","521.8","521.8","521.8","521.8","521.8","521.8","521.8","521.8","521.8","564.0","564.0","564.0","564.0","564.0","564.0","564.0","564.0","564.0","564.0","564.0","564.0","564.0","564.0","564.0","564.0","564.0","564.0","564.0","564.0","564.0","564.0","684.3","684.3","684.3","684.3","684.3","684.3","684.3","684.3","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","779.7","779.7","779.7","779.7","779.7","779.7","779.7","779.7"
"1985:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","129.3","129.8","129.8","304.3","304.3","305.8","305.8","305.8","305.8","308.4","308.4","308.4","308.4","309.0","309.0","309.0","309.0","309.0","309.0","309.0","309.0","309.0","309.0","309.0","309.0","309.0","309.0","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","#N/A","528.4828","528.8","528.8","528.8","528.8","528.8","528.8","528.8","528.8","528.8","528.8","528.8","528.8","528.8","528.8","528.8","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","691.6","691.6","691.6","691.6","691.6","691.6","691.6","691.6","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","788.7","788.7","788.7","788.7","788.7","788.7","788.7","788.7"
"1985:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","130.6","129.7","305.9","305.9","311.4","311.4","311.4","311.4","310.7","310.7","310.7","310.7","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","#N/A","540.0166","540.4","540.4","540.4","540.4","540.4","540.4","540.4","540.4","540.4","540.4","540.4","540.4","540.4","540.4","540.4","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2"
"1985:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","139.4","331.1","331.1","329.9","329.9","329.9","329.9","332.5","332.5","332.5","332.5","340.9","340.9","340.9","340.9","340.9","340.9","340.9","340.9","340.9","340.9","340.9","340.9","340.9","340.9","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","505.2","505.2","505.2","505.2","505.2","505.2","505.2","505.2","505.2","505.2","505.2","505.2","505.2","505.2","505.2","#N/A","557.8754","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","732.3","732.3","732.3","732.3","732.3","732.3","732.3","732.3","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7"
"1985:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","343.7","349.0","347.2","347.2","347.2","347.2","345.3","345.3","345.3","345.3","340.6","340.6","340.6","340.6","340.6","340.6","340.6","340.6","340.6","340.6","340.6","340.6","340.6","340.6","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","503.4","503.4","503.4","503.4","503.4","503.4","503.4","503.4","503.4","503.4","503.4","503.4","503.4","503.4","503.4","#N/A","557.8754","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","732.0","732.0","732.0","732.0","732.0","732.0","732.0","732.0","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","835.7","835.7","835.7","835.7","835.7","835.7","835.7","835.7"
"1986:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","316.7","320.4","320.4","320.4","320.4","322.1","322.1","322.1","322.1","322.7","322.7","322.7","322.7","324.4","324.4","324.4","324.4","324.4","324.4","324.4","324.4","324.4","324.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","#N/A","554.5269","554.9","554.9","554.9","554.9","554.9","554.9","554.9","554.9","554.9","554.9","554.9","554.9","554.9","554.9","554.9","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","728.1","728.1","728.1","728.1","728.1","728.1","728.1","728.1","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0"
"1986:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","325.1","328.9","328.9","328.9","330.6","330.6","330.6","330.6","333.6","333.6","333.6","333.6","335.4","335.4","335.4","335.4","335.4","335.4","335.4","335.4","335.4","335.4","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","#N/A","571.1101","571.5","571.5","571.5","571.5","571.5","571.5","571.5","571.5","571.5","571.5","571.5","571.5","571.5","571.5","571.5","619.1","619.1","619.1","619.1","619.1","619.1","619.1","619.1","619.1","619.1","619.1","619.1","619.1","619.1","619.1","619.1","619.1","619.1","619.1","619.1","619.1","619.1","751.3","751.3","751.3","751.3","751.3","751.3","751.3","751.3","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","860.3","860.3","860.3","860.3","860.3","860.3","860.3","860.3"
"1986:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","329.3","330.9","330.9","332.6","332.6","332.6","332.6","336.7","336.7","336.7","336.7","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","533.9","533.9","533.9","533.9","533.9","533.9","533.9","533.9","533.9","533.9","533.9","533.9","533.9","533.9","533.9","#N/A","593.7525","594.1","594.1","594.1","594.1","594.1","594.1","594.1","594.1","594.1","594.1","594.1","594.1","594.1","594.1","594.1","642.6","642.6","642.6","642.6","642.6","642.6","642.6","642.6","642.6","642.6","642.6","642.6","642.6","642.6","642.6","642.6","642.6","642.6","642.6","642.6","642.6","642.6","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","892.1","892.1","892.1","892.1","892.1","892.1","892.1","892.1"
"1986:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","353.5","348.6","344.6","344.6","344.6","344.6","340.5","340.5","340.5","340.5","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","#N/A","585.0357","585.4","585.4","585.4","585.4","585.4","585.4","585.4","585.4","585.4","585.4","585.4","585.4","585.4","585.4","585.4","632.9","632.9","632.9","632.9","632.9","632.9","632.9","632.9","632.9","632.9","632.9","632.9","632.9","632.9","632.9","632.9","632.9","632.9","632.9","632.9","632.9","632.9","767.7","767.7","767.7","767.7","767.7","767.7","767.7","767.7","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","878.5","878.5","878.5","878.5","878.5","878.5","878.5","878.5"
"1987:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","332.3","327.3","327.3","327.3","327.3","334.0","334.0","334.0","334.0","338.1","338.1","338.1","338.1","338.6","338.6","338.6","338.6","338.6","338.6","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","#N/A","588.2248","588.6","588.6","588.6","588.6","588.6","588.6","588.6","588.6","588.6","588.6","588.6","588.6","588.6","588.6","588.6","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","885.1","885.1","885.1","885.1","885.1","885.1","885.1","885.1"
"1987:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","326.3","332.6","332.6","332.6","332.1","332.1","332.1","332.1","334.7","334.7","334.7","334.7","332.2","332.2","332.2","332.2","332.2","332.2","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5","534.3","534.3","534.3","534.3","534.3","534.3","534.3","534.3","534.3","534.3","534.3","534.3","534.3","534.3","534.3","#N/A","596.9947","597.3","597.3","597.3","597.3","597.3","597.3","597.3","597.3","597.3","597.3","597.3","597.3","597.3","597.3","597.3","645.8","645.8","645.8","645.8","645.8","645.8","645.8","645.8","645.8","645.8","645.8","645.8","645.8","645.8","645.8","645.8","645.8","645.8","645.8","645.8","645.8","645.8","783.0","783.0","783.0","783.0","783.0","783.0","783.0","783.0","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","899.5","899.5","899.5","899.5","899.5","899.5","899.5","899.5"
"1987:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","338.3","336.3","336.3","342.1","342.1","342.1","342.1","340.7","340.7","340.7","340.7","340.0","340.0","340.0","340.0","340.0","340.0","386.8","386.8","386.8","386.8","386.8","386.8","386.8","386.8","386.8","386.8","386.8","386.8","386.8","386.8","386.8","386.8","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","#N/A","597.8983","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","783.8","783.8","783.8","783.8","783.8","783.8","783.8","783.8","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5"
